employee_id,effective_date,base_salary,currency,change_reason,job_level,country,department,band_mid
61,2012-03-01,3257.85,BRL,Hire,IC2,BR,Sales,2970.0
62,2015-12-01,19086.84,BRL,Hire,D1,BR,Procurement,20900.0
63,2015-08-01,1477.86,BRL,Hire,IC1,BR,Distribution Centers,1980.0
64,2007-12-01,1896.57,BRL,Hire,IC1,BR,Sales,2200.0
65,2013-02-01,5738.82,BRL,Hire,M2,BR,Sales,6600.0
66,2011-12-01,1781.28,BRL,Hire,IC1,BR,Store Operations,2024.0
67,2013-04-01,8664.51,BRL,Hire,IC5,BR,UX,7854.0
68,2013-06-01,1761.79,BRL,Hire,IC1,BR,Store Operations,2024.0
69,2015-04-01,2195.86,BRL,Hire,IC1,BR,Logistics,2200.0
70,2015-09-01,5559.2,BRL,Hire,M1,BR,Data,5566.0
71,2015-03-01,2725.75,BRL,Hire,IC2,BR,Visual Merchandising,3118.5
72,2015-07-01,2286.38,BRL,Hire,IC1,BR,Risk,2200.0
73,2015-04-01,2990.39,BRL,Hire,IC2,BR,Risk,2970.0
74,2016-01-01,2121.81,BRL,Hire,IC1,BR,Sales,2200.0
75,2015-04-01,2439.46,BRL,Hire,IC1,BR,Legal,2200.0
76,2015-09-01,2090.9,BRL,Hire,IC1,BR,People,2200.0
77,2015-10-01,2976.3,BRL,Hire,IC2,BR,Store Operations,2732.4
78,2014-02-01,2329.34,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
79,2015-11-01,4969.44,BRL,Hire,M1,BR,Sales,4840.0
80,2013-03-01,2480.18,BRL,Hire,IC1,BR,Regional Operations,2200.0
81,2015-12-01,5350.73,BRL,Hire,IC3,BR,Product,4558.4
82,2013-03-01,6360.88,BRL,Hire,IC4,BR,Procurement,5610.0
83,2011-02-01,1713.7,BRL,Hire,IC1,BR,Customer Service,1936.0
84,2014-12-01,2322.42,BRL,Hire,IC1,BR,Procurement,2200.0
85,2013-10-01,1692.74,BRL,Hire,IC1,BR,Regional Operations,2024.0
86,2014-05-01,7693.76,BRL,Hire,IC4,BR,Engineering,6619.8
87,2014-08-01,2374.02,BRL,Hire,IC1,BR,Customer Experience,2310.0
88,2015-04-01,2974.39,BRL,Hire,IC2,BR,Procurement,2970.0
89,2014-01-01,2907.25,BRL,Hire,IC2,BR,Finance,2970.0
90,2011-08-01,3494.67,BRL,Hire,IC2,BR,Customer Experience,3118.5
91,2013-02-01,2056.98,BRL,Hire,IC1,BR,Store Operations,2024.0
92,2014-07-01,7150.87,BRL,Hire,IC4,BR,Data & Analytics,6451.5
93,2015-09-01,2133.23,BRL,Hire,IC1,BR,Customer Service,1936.0
94,2016-01-01,1843.3,BRL,Hire,IC1,BR,Store Operations,2024.0
95,2011-09-01,1910.74,BRL,Hire,IC1,BR,Regional Operations,2024.0
96,2013-08-01,2611.43,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
97,2013-12-01,2569.54,BRL,Hire,IC1,BR,Engineering,2596.0
98,2014-04-01,3875.43,BRL,Hire,M1,BR,Regional Operations,4452.8
99,2015-09-01,4102.26,BRL,Hire,M1,BR,Store Operations,4452.8
100,2011-09-01,2672.1,BRL,Hire,IC2,BR,Finance,2970.0
101,2012-10-01,2468.39,BRL,Hire,IC1,BR,Finance,2200.0
102,2014-04-01,2330.88,BRL,Hire,IC1,BR,Customer Experience,2310.0
103,2015-10-01,2038.85,BRL,Hire,IC1,BR,Customer Operations,2200.0
104,2015-01-01,2123.08,BRL,Hire,IC1,BR,Regional Operations,2200.0
105,2007-10-01,1916.57,BRL,Hire,IC1,BR,Finance,2200.0
106,2015-01-01,3633.42,BRL,Hire,IC2,BR,E-commerce,3326.4
107,2015-11-01,2194.0,BRL,Hire,IC1,BR,Sales,2200.0
108,2015-04-01,3148.24,BRL,Hire,IC2,BR,Visual Merchandising,3118.5
109,2012-06-01,1734.53,BRL,Hire,IC1,BR,Distribution Centers,1980.0
110,2016-01-01,2388.9,BRL,Hire,IC1,BR,Sales,2200.0
111,2013-09-01,2650.34,BRL,Hire,IC2,BR,Regional Operations,2732.4
112,2014-03-01,2495.13,BRL,Hire,IC2,BR,Visual Merchandising,3118.5
113,2011-10-01,3207.54,BRL,Hire,IC2,BR,People,2970.0
114,2013-03-01,1458.95,BRL,Hire,IC1,BR,Customer Service,1936.0
115,2010-11-01,3895.38,BRL,Hire,IC2,BR,UX,3118.5
116,2011-09-01,2880.09,BRL,Hire,IC2,BR,Product,3326.4
117,1995-03-01,3119.15,BRL,Hire,IC2,BR,Risk,2970.0
118,2010-03-01,3557.52,BRL,Hire,IC2,BR,Product,3326.4
119,2015-10-01,4241.23,BRL,Hire,IC3,BR,Legal,4070.0
120,2011-02-01,4656.23,BRL,Hire,IC3,BR,Data,4680.5
121,2012-08-01,9486.52,BRL,Hire,M3,BR,E-commerce,10348.8
122,2014-10-01,2212.27,BRL,Hire,IC1,BR,Regional Operations,2200.0
123,2016-01-01,1646.26,BRL,Hire,IC1,BR,Customer Service,1936.0
124,2015-04-01,2133.9,BRL,Hire,IC1,BR,Marketing,2200.0
125,2014-03-01,3167.39,BRL,Hire,IC2,BR,Planning,3415.5
126,2015-05-01,1963.03,BRL,Hire,IC1,BR,Logistics,2200.0
127,2014-05-01,2500.22,BRL,Hire,IC2,BR,Store Operations,2732.4
128,1997-08-01,2529.8,BRL,Hire,IC1,BR,Sales,2200.0
129,2015-12-01,4747.56,BRL,Hire,M1,BR,E-commerce,5420.8
130,2014-12-01,1685.94,BRL,Hire,IC1,BR,Customer Experience,2310.0
131,2015-07-01,2047.75,BRL,Hire,IC1,BR,Store Operations,2024.0
132,2013-06-01,1965.76,BRL,Hire,IC1,BR,Customer Operations,2200.0
133,2009-09-01,2638.52,BRL,Hire,IC1,BR,Customer Experience,2310.0
134,2014-05-01,2593.22,BRL,Hire,IC1,BR,Customer Service,1936.0
135,2015-07-01,3237.42,BRL,Hire,IC2,BR,Data,3415.5
136,2014-05-01,2936.72,BRL,Hire,IC3,BR,Store Operations,3744.4
137,2011-12-01,2024.64,BRL,Hire,IC1,BR,Procurement,2200.0
138,2015-03-01,4410.47,BRL,Hire,IC3,BR,Procurement,4070.0
139,2013-06-01,2763.45,BRL,Hire,IC2,BR,Sales,2970.0
140,2012-05-01,5124.54,BRL,Hire,M1,BR,Visual Merchandising,4452.8
141,2014-06-01,4603.46,BRL,Hire,M1,BR,Sales,4840.0
142,2014-03-01,2614.78,BRL,Hire,IC2,BR,Visual Merchandising,3118.5
143,2015-06-01,2399.27,BRL,Hire,IC1,BR,Procurement,2200.0
144,2014-03-01,3921.6,BRL,Hire,IC3,BR,Sales,4070.0
145,2003-10-01,2471.65,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
146,2015-11-01,2685.36,BRL,Hire,IC2,BR,Regional Operations,2970.0
147,2015-08-01,3051.52,BRL,Hire,IC2,BR,Legal,2970.0
148,2014-12-01,2789.58,BRL,Hire,IC1,BR,Planning,2530.0
149,2013-03-01,1952.69,BRL,Hire,IC1,BR,Distribution Centers,1980.0
150,2012-01-01,1918.91,BRL,Hire,IC1,BR,Customer Service,1936.0
151,2015-06-01,1837.49,BRL,Hire,IC1,BR,Store Operations,2024.0
152,2012-04-01,2245.32,BRL,Hire,IC2,BR,UX,3118.5
153,2015-07-01,6769.37,BRL,Hire,IC4,BR,Data,6451.5
154,2015-09-01,1896.87,BRL,Hire,IC1,BR,Customer Service,1936.0
155,2013-09-01,2436.96,BRL,Hire,IC2,BR,Legal,2970.0
156,2013-10-01,3223.53,BRL,Hire,IC2,BR,People,2970.0
157,2014-10-01,2328.23,BRL,Hire,IC1,BR,Sales,2200.0
158,2015-07-01,2416.82,BRL,Hire,IC1,BR,Procurement,2200.0
159,2011-05-01,1729.18,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
160,2007-03-01,2482.38,BRL,Hire,IC2,BR,Sales,2970.0
161,2015-12-01,2966.6,BRL,Hire,IC2,BR,Sales,2970.0
162,2014-10-01,4811.96,BRL,Hire,IC4,BR,Strategy,5610.0
163,2013-03-01,2093.77,BRL,Hire,IC1,BR,Customer Operations,2200.0
164,2013-11-01,3086.05,BRL,Hire,IC1,BR,Product,2464.0
165,2012-11-01,3000.71,BRL,Hire,IC2,BR,Customer Operations,2970.0
166,2016-01-01,3223.93,BRL,Hire,IC2,BR,Procurement,2970.0
167,2015-07-01,2163.01,BRL,Hire,IC1,BR,Risk,2200.0
168,2008-05-01,7502.17,BRL,Hire,IC5,BR,Digital Marketing,7480.0
169,2015-10-01,1952.98,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
170,2015-07-01,2571.18,BRL,Hire,IC2,BR,Visual Merchandising,2732.4
171,2016-01-01,4754.41,BRL,Hire,IC4,BR,Customer Service,4936.8
172,2009-10-01,2839.18,BRL,Hire,IC2,BR,Digital Marketing,2970.0
173,2010-10-01,2004.57,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
174,2012-10-01,2583.49,BRL,Hire,IC2,BR,Regional Operations,2732.4
175,2012-07-01,2994.99,BRL,Hire,IC2,BR,Procurement,2970.0
176,2010-11-01,1900.56,BRL,Hire,IC1,BR,Customer Experience,1936.0
177,2015-08-01,8785.38,BRL,Hire,IC5,BR,UX,7854.0
178,2014-08-01,4910.93,BRL,Hire,IC4,BR,UX,5890.5
179,2012-10-01,2259.19,BRL,Hire,IC1,BR,Planning,2530.0
180,2011-09-01,2007.91,BRL,Hire,IC1,BR,Sales,2200.0
181,2016-01-01,5166.3,BRL,Hire,M1,BR,Visual Merchandising,4452.8
182,2012-07-01,1845.28,BRL,Hire,IC1,BR,Store Operations,2024.0
183,2002-01-01,4434.2,BRL,Hire,IC3,BR,People,4070.0
184,2015-03-01,2738.55,BRL,Hire,IC2,BR,Store Operations,2732.4
185,2015-10-01,2948.49,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
186,2015-01-01,2387.03,BRL,Hire,IC1,BR,Sales,2200.0
187,2003-10-01,6786.25,BRL,Hire,IC5,BR,Procurement,7480.0
188,2015-02-01,2030.56,BRL,Hire,IC1,BR,Logistics,2200.0
189,2009-05-01,2915.41,BRL,Hire,IC2,BR,Store Operations,2732.4
190,2015-12-01,3222.04,BRL,Hire,IC2,BR,Store Operations,2732.4
191,2012-07-01,1856.56,BRL,Hire,IC1,BR,Sales,2200.0
192,2010-05-01,9005.43,BRL,Hire,IC5,BR,Product,8377.6
193,2012-07-01,4273.7,BRL,Hire,M1,BR,Strategy,4840.0
194,2011-03-01,4012.31,BRL,Hire,M1,BR,Customer Experience,4259.2
195,2014-12-01,2501.46,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
196,2015-03-01,8773.33,BRL,Hire,IC5,BR,Legal,7480.0
197,2014-12-01,5062.66,BRL,Hire,IC3,BR,Data,4680.5
198,2016-01-01,2120.52,BRL,Hire,IC1,BR,Regional Operations,2200.0
199,2003-09-01,3147.76,BRL,Hire,IC2,BR,E-commerce,3504.6
200,2005-04-01,2830.09,BRL,Hire,IC2,BR,People,2970.0
201,2009-03-01,3531.01,BRL,Hire,IC2,BR,Sales,2970.0
202,2013-02-01,4673.9,BRL,Hire,IC3,BR,Data & Analytics,4680.5
203,2014-12-01,2667.15,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
204,2015-02-01,2819.37,BRL,Hire,IC2,BR,Procurement,2970.0
205,2009-08-01,6019.45,BRL,Hire,IC4,BR,UX,5890.5
206,2015-11-01,2549.22,BRL,Hire,IC1,BR,Logistics,2200.0
207,2011-12-01,1519.53,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
208,2014-02-01,4510.04,BRL,Hire,M1,BR,Regional Operations,4452.8
209,2015-09-01,2197.79,BRL,Hire,IC1,BR,Store Operations,2024.0
210,2015-09-01,5121.93,BRL,Hire,IC3,BR,Engineering,4802.6
211,2008-09-01,2062.03,BRL,Hire,IC1,BR,Regional Operations,2024.0
212,2014-12-01,14270.08,BRL,Hire,M4,BR,Visual Merchandising,13398.0
213,2015-06-01,1843.73,BRL,Hire,IC1,BR,Regional Operations,2200.0
214,2012-11-01,3916.45,BRL,Hire,IC2,BR,Engineering,3504.6
215,2014-11-01,3094.41,BRL,Hire,IC2,BR,Procurement,2970.0
216,2013-01-01,2545.88,BRL,Hire,IC1,BR,Customer Experience,2310.0
217,2009-09-01,1764.95,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
218,2010-01-01,4681.03,BRL,Hire,IC4,BR,Strategy,5610.0
219,2014-12-01,4025.32,BRL,Hire,M1,BR,Store Operations,4452.8
220,2010-08-01,2089.27,BRL,Hire,IC1,BR,Regional Operations,2024.0
221,2015-05-01,2410.69,BRL,Hire,IC2,BR,Store Operations,2732.4
222,2015-09-01,2242.41,BRL,Hire,IC1,BR,Logistics,2200.0
223,2014-11-01,2088.37,BRL,Hire,IC2,BR,Visual Merchandising,2732.4
224,2010-12-01,2321.1,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
225,2014-04-01,2465.04,BRL,Hire,IC1,BR,Customer Experience,2310.0
226,2013-08-01,2458.67,BRL,Hire,IC1,BR,Regional Operations,2024.0
227,2015-02-01,4077.61,BRL,Hire,IC3,BR,Data & Analytics,4680.5
228,2015-04-01,2328.65,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
229,2011-11-01,2169.12,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
230,2014-05-01,2420.99,BRL,Hire,IC1,BR,Sales,2200.0
231,2015-09-01,1971.55,BRL,Hire,IC1,BR,Customer Operations,1936.0
232,2009-04-01,2593.56,BRL,Hire,IC1,BR,Data & Analytics,2530.0
233,2015-04-01,4909.06,BRL,Hire,M1,BR,Visual Merchandising,5082.0
234,2015-11-01,3457.87,BRL,Hire,IC3,BR,Engineering,4802.6
235,2015-09-01,2181.76,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
236,2014-10-01,2082.5,BRL,Hire,IC1,BR,Risk,2200.0
237,2013-09-01,2050.64,BRL,Hire,IC1,BR,Sales,2200.0
238,2015-12-01,3366.46,BRL,Hire,IC2,BR,Visual Merchandising,3118.5
239,2015-11-01,3080.48,BRL,Hire,IC2,BR,Regional Operations,2732.4
240,2009-10-01,1931.82,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
241,2015-11-01,2214.24,BRL,Hire,IC1,BR,Customer Operations,1936.0
242,2014-12-01,2303.2,BRL,Hire,IC2,BR,Customer Service,2613.6
243,2010-09-01,4117.12,BRL,Hire,IC3,BR,Procurement,4070.0
244,2015-05-01,1852.33,BRL,Hire,IC1,BR,Digital Marketing,2200.0
245,2011-01-01,2183.94,BRL,Hire,IC1,BR,Customer Service,1936.0
246,1998-08-01,8114.76,BRL,Hire,M2,BR,Planning,7590.0
247,2012-06-01,2016.61,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
248,2015-05-01,3128.11,BRL,Hire,IC2,BR,Risk,2970.0
249,2013-09-01,2445.47,BRL,Hire,IC1,BR,Sales,2200.0
250,2016-01-01,2144.23,BRL,Hire,IC1,BR,Sales,2200.0
251,2014-04-01,2497.9,BRL,Hire,IC2,BR,Regional Operations,2732.4
252,2015-07-01,4305.54,BRL,Hire,M1,BR,Customer Operations,4840.0
253,2015-07-01,2068.8,BRL,Hire,IC1,BR,Customer Service,1936.0
254,2011-02-01,4902.57,BRL,Hire,IC3,BR,Finance,4070.0
255,2015-05-01,2042.21,BRL,Hire,IC1,BR,Store Operations,2024.0
256,2015-10-01,2067.26,BRL,Hire,IC1,BR,Sales,2200.0
257,2011-12-01,5804.02,BRL,Hire,M1,BR,Planning,4840.0
258,2015-10-01,2150.02,BRL,Hire,IC1,BR,Store Operations,2024.0
259,2015-02-01,2518.42,BRL,Hire,IC1,BR,Logistics,2200.0
260,2014-02-01,4384.52,BRL,Hire,IC3,BR,Logistics,4070.0
261,2013-05-01,6595.65,BRL,Hire,M2,BR,Risk,6600.0
262,2013-05-01,1881.15,BRL,Hire,IC1,BR,Store Operations,2024.0
263,2014-12-01,2079.89,BRL,Hire,IC1,BR,Customer Operations,1936.0
264,2011-05-01,4992.72,BRL,Hire,M1,BR,Visual Merchandising,5082.0
265,2015-04-01,1637.38,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
266,2015-11-01,2112.75,BRL,Hire,IC1,BR,Customer Operations,2200.0
267,2016-01-01,4311.23,BRL,Hire,M1,BR,Distribution Centers,4356.0
268,2011-09-01,2022.83,BRL,Hire,IC1,BR,Customer Service,1936.0
269,2015-03-01,1990.04,BRL,Hire,IC1,BR,Store Operations,2024.0
270,2013-02-01,2976.82,BRL,Hire,IC2,BR,Regional Operations,2970.0
271,2015-07-01,2259.1,BRL,Hire,IC1,BR,Planning,2200.0
272,2015-07-01,2529.43,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
273,2011-08-01,4498.23,BRL,Hire,IC3,BR,Visual Merchandising,4273.5
274,2015-06-01,1708.88,BRL,Hire,IC1,BR,Regional Operations,2024.0
275,2015-06-01,2279.02,BRL,Hire,IC1,BR,Store Operations,2024.0
276,2015-01-01,3180.46,BRL,Hire,IC2,BR,Logistics,2970.0
277,2013-10-01,2759.45,BRL,Hire,IC2,BR,Logistics,2970.0
278,2015-07-01,4571.83,BRL,Hire,IC3,BR,People,4070.0
279,2009-03-01,2200.63,BRL,Hire,IC1,BR,Visual Merchandising,2310.0
280,2015-01-01,2625.81,BRL,Hire,IC2,BR,Store Operations,2732.4
281,2014-01-01,8298.73,BRL,Hire,M3,BR,E-commerce,10348.8
282,2015-05-01,2753.09,BRL,Hire,IC2,BR,Regional Operations,2732.4
283,2015-08-01,3597.87,BRL,Hire,IC2,BR,Engineering,3504.6
284,2015-12-01,2486.39,BRL,Hire,IC1,BR,Sales,2200.0
285,2013-07-01,2673.16,BRL,Hire,IC2,BR,Digital Marketing,2970.0
286,2012-09-01,3521.74,BRL,Hire,IC3,BR,Procurement,4070.0
287,2014-08-01,1707.83,BRL,Hire,IC1,BR,Store Operations,2024.0
288,2014-12-01,2920.91,BRL,Hire,IC2,BR,Customer Operations,2970.0
289,2011-09-01,2072.73,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
290,2013-05-01,2389.03,BRL,Hire,IC1,BR,Sales,2200.0
291,2014-08-01,2138.84,BRL,Hire,IC1,BR,Customer Operations,2200.0
292,2014-09-01,4534.2,BRL,Hire,M1,BR,Sales,4840.0
293,2014-11-01,2266.67,BRL,Hire,IC1,BR,Store Operations,2024.0
294,2012-11-01,3637.01,BRL,Hire,IC3,BR,Visual Merchandising,4273.5
295,2010-06-01,4883.31,BRL,Hire,M1,BR,Procurement,4840.0
296,2009-07-01,2271.93,BRL,Hire,IC2,BR,Finance,2970.0
297,2015-11-01,5876.58,BRL,Hire,IC4,BR,Procurement,5610.0
298,2015-08-01,3182.22,BRL,Hire,IC3,BR,People,4070.0
299,2015-03-01,1907.15,BRL,Hire,IC1,BR,Visual Merchandising,2024.0
300,2015-04-01,2197.17,BRL,Hire,IC1,BR,Regional Operations,2200.0
301,2012-03-01,1505.94,BRL,Hire,IC1,BR,Customer Experience,1936.0
302,2008-03-01,2826.78,BRL,Hire,IC2,BR,Procurement,2970.0
303,2013-07-01,5641.62,BRL,Hire,M2,BR,Logistics,6600.0
304,2014-04-01,2790.45,BRL,Hire,IC2,BR,Procurement,2970.0
305,2015-10-01,4280.5,BRL,Hire,IC3,BR,Planning,4070.0
306,2014-08-01,1739.26,BRL,Hire,IC1,BR,Store Operations,2024.0
307,2014-11-01,7355.9,BRL,Hire,M2,BR,Legal,6600.0
308,2012-02-01,1934.94,BRL,Hire,IC1,BR,Store Operations,2024.0
309,2010-11-01,17787.5,BRL,Hire,M5,BR,Marketing,16500.0
310,2013-03-01,5824.59,BRL,Hire,M1,BR,E-commerce,5711.2
311,2015-03-01,2134.93,BRL,Hire,IC1,BR,Store Operations,2024.0
312,2003-05-01,2298.4,BRL,Hire,IC1,BR,Sales,2200.0
313,2013-01-01,2624.89,BRL,Hire,IC2,BR,Store Operations,2732.4
314,2012-09-01,8473.66,BRL,Hire,IC5,BR,Data,8602.0
315,2015-02-01,1942.52,BRL,Hire,IC1,BR,Distribution Centers,1980.0
316,2014-11-01,2508.33,BRL,Hire,IC2,BR,Store Operations,2732.4
317,2013-11-01,2103.2,BRL,Hire,IC1,BR,Regional Operations,2024.0
318,2010-11-01,2226.26,BRL,Hire,IC1,BR,Procurement,2200.0
319,2004-05-01,3734.49,BRL,Hire,IC3,BR,Procurement,4070.0
320,2014-10-01,2101.18,BRL,Hire,IC1,BR,Customer Experience,2310.0
321,2010-11-01,10569.23,BRL,Hire,M3,BR,Marketing,9240.0
322,2014-12-01,1897.37,BRL,Hire,IC1,BR,Logistics,2200.0
323,2013-11-01,1894.26,BRL,Hire,IC1,BR,Customer Operations,2200.0
324,2010-06-01,2432.96,BRL,Hire,IC2,BR,Finance,2970.0
325,2015-10-01,2216.42,BRL,Hire,IC1,BR,Regional Operations,2200.0
326,2012-06-01,2903.51,BRL,Hire,IC2,BR,Sales,2970.0
327,2006-05-01,4909.24,BRL,Hire,M1,BR,People,4840.0
328,2015-11-01,2348.97,BRL,Hire,IC1,BR,UX,2310.0
329,2012-08-01,2449.66,BRL,Hire,IC2,BR,Customer Experience,2613.6
330,2010-03-01,2381.75,BRL,Hire,IC1,BR,Logistics,2200.0
331,2015-09-01,2042.58,BRL,Hire,IC1,BR,Store Operations,2024.0
332,2015-09-01,1965.67,BRL,Hire,IC1,BR,Customer Service,1936.0
333,2005-09-01,2272.37,BRL,Hire,IC1,BR,Sales,2200.0
334,2014-06-01,2361.09,BRL,Hire,IC2,BR,Regional Operations,2970.0
335,2015-09-01,5247.8,BRL,Hire,M1,BR,Planning,5566.0
336,2014-06-01,628028.04,ARS,Hire,IC3,AR,Store Operations,680800.0
337,2015-04-01,332754.82,ARS,Hire,IC1,AR,Customer Service,352000.0
338,2013-05-01,475810.94,ARS,Hire,IC1,AR,Planning,460000.0
339,2015-12-01,684515.59,ARS,Hire,IC3,AR,Distribution Centers,666000.0
340,2014-10-01,452578.39,ARS,Hire,IC1,AR,Planning,460000.0
341,2014-09-01,733359.05,ARS,Hire,M1,AR,Sales,880000.0
342,2013-11-01,401986.75,ARS,Hire,IC1,AR,Sales,400000.0
343,2013-12-01,749840.53,ARS,Hire,M1,AR,Sales,880000.0
344,2015-09-01,611541.1,ARS,Hire,IC2,AR,Planning,621000.0
345,2012-06-01,395007.01,ARS,Hire,IC1,AR,Logistics,400000.0
346,2011-03-01,373913.43,ARS,Hire,IC1,AR,Sales,400000.0
347,2014-06-01,402055.21,ARS,Hire,IC1,AR,Customer Service,352000.0
348,2013-10-01,599686.79,ARS,Hire,IC2,AR,Logistics,540000.0
349,2012-10-01,429936.05,ARS,Hire,IC1,AR,Regional Operations,400000.0
350,2014-08-01,432439.64,ARS,Hire,IC1,AR,Planning,460000.0
351,2014-10-01,443138.83,ARS,Hire,IC2,AR,Regional Operations,496800.0
