requisition_id,candidate_id,employee_id,application_date,screening_date,interview_date,offer_date,hire_date,offer_accepted_flag,candidate_source,internal_external
REQ0000007,CAND00000084,,2015-12-15,,,,,false,Referral,External
REQ0000008,CAND00000085,388,2015-12-06,2015-12-20,2015-12-31,2016-01-03,2016-01-14,true,Job Board,External
REQ0000008,CAND00000086,,2015-12-21,2015-12-31,,,,false,Agency,External
REQ0000008,CAND00000087,,2015-12-10,,,,,false,Job Board,External
REQ0000008,CAND00000088,,2015-12-12,2015-12-16,,,,false,Referral,External
REQ0000008,CAND00000089,,2015-11-22,,,,,false,Job Board,External
REQ0000008,CAND00000090,,2015-12-05,,,,,false,Job Board,External
REQ0000008,CAND00000091,,2015-11-26,2015-11-27,,,,false,LinkedIn,External
REQ0000008,CAND00000092,,2015-12-17,2015-12-28,,,,false,Referral,External
REQ0000008,CAND00000093,,2015-11-17,,,,,false,Referral,External
REQ0000008,CAND00000094,,2015-11-23,,,,,false,Agency,External
REQ0000008,CAND00000095,,2015-12-14,2015-12-24,,,,false,Agency,External
REQ0000008,CAND00000096,,2015-12-26,2016-01-02,2016-01-06,,,false,LinkedIn,External
REQ0000008,CAND00000097,,2015-12-26,,,,,false,Agency,External
REQ0000008,CAND00000098,,2015-11-22,,,,,false,LinkedIn,External
REQ0000008,CAND00000099,,2015-11-16,2015-11-21,2015-11-28,,,false,Job Board,External
REQ0000008,CAND00000100,,2015-11-26,2015-11-29,2015-12-02,,,false,Walk-in,External
REQ0000008,CAND00000101,,2015-11-24,,,,,false,Job Board,External
REQ0000008,CAND00000102,,2015-11-28,,,,,false,Job Board,External
REQ0000009,CAND00000103,389,2015-11-25,2015-11-28,2015-12-15,2015-12-26,2016-01-04,true,Job Board,External
REQ0000009,CAND00000104,,2015-12-12,,,,,false,Referral,External
REQ0000009,CAND00000105,,2015-11-05,2015-11-07,,,,false,Job Board,External
REQ0000009,CAND00000106,,2015-11-22,,,,,false,Agency,External
REQ0000009,CAND00000107,,2015-12-11,2015-12-26,,,,false,Job Board,External
REQ0000009,CAND00000108,,2015-11-17,,,,,false,Career Site,External
REQ0000009,CAND00000109,,2015-12-11,,,,,false,Job Board,External
REQ0000009,CAND00000110,,2015-12-15,2015-12-31,2016-01-19,,,false,Job Board,External
REQ0000010,CAND00000111,390,2015-12-06,2015-12-17,2015-12-20,2015-12-24,2016-01-06,true,Job Board,External
REQ0000010,CAND00000112,,2015-12-10,2015-12-20,2015-12-28,2016-01-03,,false,Job Board,External
REQ0000010,CAND00000113,,2015-11-19,2015-11-24,2015-12-01,,,false,Agency,External
REQ0000010,CAND00000114,,2015-11-21,,,,,false,Agency,External
REQ0000010,CAND00000115,,2015-12-07,2015-12-17,2015-12-21,,,false,Job Board,External
REQ0000010,CAND00000116,,2015-11-29,,,,,false,Job Board,External
REQ0000010,CAND00000117,,2015-12-07,,,,,false,Internal Mobility,Internal
REQ0000010,CAND00000118,,2015-12-21,,,,,false,Agency,External
REQ0000010,CAND00000119,,2015-12-21,,,,,false,LinkedIn,External
REQ0000010,CAND00000120,,2015-12-19,2015-12-25,2015-12-27,,,false,Internal Mobility,Internal
REQ0000010,CAND00000121,,2015-12-20,2016-01-01,2016-01-07,,,false,Internal Mobility,Internal
REQ0000010,CAND00000122,,2015-11-29,,,,,false,Internal Mobility,Internal
REQ0000011,CAND00000123,,2016-01-10,,,,,false,Internal Mobility,Internal
REQ0000011,CAND00000124,,2016-01-10,,,,,false,Referral,External
REQ0000011,CAND00000125,,2015-12-27,2015-12-31,2016-01-05,,,false,Job Board,External
REQ0000011,CAND00000126,,2016-01-02,2016-01-03,,,,false,Referral,External
REQ0000011,CAND00000127,,2016-01-02,,,,,false,Referral,External
REQ0000011,CAND00000128,,2015-12-11,,,,,false,Job Board,External
REQ0000012,CAND00000129,391,2015-12-17,2015-12-30,2016-01-17,2016-01-19,2016-02-13,true,Walk-in,External
REQ0000012,CAND00000130,,2015-12-07,,,,,false,LinkedIn,External
REQ0000012,CAND00000131,,2015-12-02,,,,,false,Career Site,External
REQ0000012,CAND00000132,,2015-12-28,2016-01-04,,,,false,LinkedIn,External
REQ0000012,CAND00000133,,2015-12-21,,,,,false,Agency,External
REQ0000012,CAND00000134,,2016-01-02,,,,,false,Job Board,External
REQ0000012,CAND00000135,,2015-12-06,2015-12-21,2016-01-09,2016-01-18,,false,Career Site,External
REQ0000012,CAND00000136,,2016-01-06,2016-01-15,,,,false,Walk-in,External
REQ0000012,CAND00000137,,2015-11-28,2015-12-06,2015-12-17,,,false,Agency,External
REQ0000012,CAND00000138,,2015-11-29,,,,,false,Job Board,External
REQ0000012,CAND00000139,,2015-12-01,2015-12-08,,,,false,Career Site,External
REQ0000012,CAND00000140,,2015-12-18,,,,,false,Job Board,External
REQ0000012,CAND00000141,,2015-12-02,2015-12-15,2015-12-24,,,false,Job Board,External
REQ0000012,CAND00000142,,2015-12-14,,,,,false,Career Site,External
REQ0000012,CAND00000143,,2015-12-04,,,,,false,Job Board,External
REQ0000013,CAND00000144,392,2016-01-06,2016-01-18,2016-01-23,2016-01-24,2016-02-05,true,Agency,External
REQ0000013,CAND00000145,,2016-01-10,,,,,false,Career Site,External
REQ0000013,CAND00000146,,2016-01-17,2016-01-21,2016-01-29,,,false,Career Site,External
REQ0000013,CAND00000147,,2016-01-19,,,,,false,Internal Mobility,Internal
REQ0000013,CAND00000148,,2015-12-28,2016-01-01,,,,false,Career Site,External
REQ0000013,CAND00000149,,2016-01-03,,,,,false,Career Site,External
REQ0000013,CAND00000150,,2016-01-24,2016-01-31,2016-02-08,2016-02-14,,false,LinkedIn,External
REQ0000013,CAND00000151,,2015-12-24,2016-01-01,,,,false,LinkedIn,External
REQ0000014,CAND00000152,393,2015-12-31,2016-01-10,2016-01-17,2016-01-20,2016-02-04,true,Career Site,External
REQ0000014,CAND00000153,,2016-01-05,2016-01-19,2016-01-23,,,false,Job Board,External
REQ0000014,CAND00000154,,2015-12-14,,,,,false,Career Site,External
REQ0000014,CAND00000155,,2015-12-26,2015-12-28,,,,false,Referral,External
REQ0000014,CAND00000156,,2016-01-01,2016-01-08,2016-01-14,,,false,Referral,External
REQ0000014,CAND00000157,,2016-01-05,,,,,false,Referral,External
REQ0000014,CAND00000158,,2015-12-26,,,,,false,Internal Mobility,Internal
REQ0000014,CAND00000159,,2016-01-13,2016-01-22,,,,false,Referral,External
REQ0000014,CAND00000160,,2015-12-16,,,,,false,Job Board,External
REQ0000014,CAND00000161,,2016-01-04,,,,,false,Agency,External
REQ0000015,CAND00000162,394,2015-12-25,2016-01-02,2016-01-09,2016-01-17,2016-02-05,true,Career Site,External
REQ0000015,CAND00000163,,2016-01-07,,,,,false,Job Board,External
REQ0000015,CAND00000164,,2015-12-16,,,,,false,Job Board,External
REQ0000015,CAND00000165,,2016-01-01,,,,,false,Referral,External
REQ0000015,CAND00000166,,2015-12-28,2016-01-10,2016-01-18,,,false,Job Board,External
REQ0000015,CAND00000167,,2015-12-31,,,,,false,Referral,External
REQ0000015,CAND00000168,,2015-12-29,2016-01-12,,,,false,Walk-in,External
REQ0000015,CAND00000169,,2015-12-28,,,,,false,Job Board,External
REQ0000015,CAND00000170,,2016-01-11,2016-01-23,2016-02-02,,,false,Job Board,External
REQ0000015,CAND00000171,,2015-12-22,2015-12-25,2016-01-04,,,false,Walk-in,External
REQ0000015,CAND00000172,,2016-01-04,2016-01-07,,,,false,LinkedIn,External
REQ0000015,CAND00000173,,2015-12-11,2015-12-20,,,,false,Referral,External
REQ0000015,CAND00000174,,2016-01-02,,,,,false,LinkedIn,External
REQ0000015,CAND00000175,,2015-12-06,,,,,false,Job Board,External
REQ0000015,CAND00000176,,2015-12-30,,,,,false,Career Site,External
REQ0000016,CAND00000177,395,2015-12-03,2015-12-27,2016-01-09,2016-01-10,2016-02-07,true,Referral,External
REQ0000016,CAND00000178,,2015-11-14,2015-11-19,2015-12-04,,,false,Agency,External
REQ0000016,CAND00000179,,2015-12-16,,,,,false,Career Site,External
REQ0000016,CAND00000180,,2015-11-18,,,,,false,Referral,External
REQ0000016,CAND00000181,,2015-12-12,2015-12-15,2015-12-24,2016-01-05,,false,LinkedIn,External
REQ0000016,CAND00000182,,2015-11-17,,,,,false,Job Board,External
REQ0000016,CAND00000183,,2015-11-13,2015-11-20,2015-11-22,,,false,Agency,External
REQ0000016,CAND00000184,,2015-11-22,,,,,false,LinkedIn,External
REQ0000016,CAND00000185,,2015-11-24,,,,,false,Job Board,External
REQ0000016,CAND00000186,,2015-12-16,2016-01-06,2016-01-16,,,false,Agency,External
REQ0000016,CAND00000187,,2015-11-15,,,,,false,Job Board,External
REQ0000016,CAND00000188,,2015-12-18,,,,,false,Walk-in,External
REQ0000016,CAND00000189,,2015-12-08,,,,,false,Career Site,External
REQ0000016,CAND00000190,,2015-12-03,,,,,false,LinkedIn,External
REQ0000016,CAND00000191,,2015-11-16,,,,,false,Referral,External
REQ0000016,CAND00000192,,2015-12-16,,,,,false,Career Site,External
REQ0000016,CAND00000193,,2015-12-01,2015-12-13,2015-12-18,,,false,Career Site,External
REQ0000016,CAND00000194,,2015-12-08,,,,,false,Career Site,External
REQ0000016,CAND00000195,,2015-12-14,,,,,false,LinkedIn,External
REQ0000017,CAND00000196,396,2015-11-15,2015-11-26,2015-12-16,2015-12-28,2016-02-06,true,Job Board,External
REQ0000017,CAND00000197,,2015-11-06,,,,,false,Job Board,External
REQ0000017,CAND00000198,,2015-10-29,,,,,false,Job Board,External
REQ0000017,CAND00000199,,2015-11-08,,,,,false,Job Board,External
REQ0000017,CAND00000200,,2015-11-24,2015-12-09,2015-12-27,,,false,Job Board,External
REQ0000017,CAND00000201,,2015-10-26,,,,,false,Career Site,External
REQ0000017,CAND00000202,,2015-11-22,,,,,false,LinkedIn,External
REQ0000017,CAND00000203,,2015-12-04,2015-12-21,2016-01-08,2016-01-22,,false,Referral,External
REQ0000017,CAND00000204,,2015-11-29,2015-12-15,,,,false,Internal Mobility,Internal
REQ0000017,CAND00000205,,2015-11-09,2015-11-12,2015-12-01,2015-12-15,,false,LinkedIn,External
REQ0000017,CAND00000206,,2015-11-02,,,,,false,Job Board,External
REQ0000017,CAND00000207,,2015-10-27,,,,,false,Career Site,External
REQ0000017,CAND00000208,,2015-11-03,,,,,false,Job Board,External
REQ0000017,CAND00000209,,2015-11-12,,,,,false,Career Site,External
REQ0000017,CAND00000210,,2015-12-02,2015-12-22,2016-01-08,,,false,Career Site,External
REQ0000017,CAND00000211,,2015-11-26,,,,,false,Job Board,External
REQ0000017,CAND00000212,,2015-11-25,,,,,false,Job Board,External
REQ0000017,CAND00000213,,2015-11-23,,,,,false,Referral,External
REQ0000017,CAND00000214,,2015-11-29,,,,,false,Job Board,External
REQ0000017,CAND00000215,,2015-11-21,2015-12-01,2015-12-09,,,false,Agency,External
REQ0000017,CAND00000216,,2015-12-03,,,,,false,LinkedIn,External
REQ0000018,CAND00000217,397,2016-01-10,2016-01-19,2016-01-21,2016-01-31,2016-02-07,true,Job Board,External
REQ0000018,CAND00000218,,2015-12-30,,,,,false,Career Site,External
REQ0000018,CAND00000219,,2016-01-17,,,,,false,Job Board,External
REQ0000018,CAND00000220,,2016-01-08,2016-01-11,2016-01-17,,,false,Job Board,External
REQ0000018,CAND00000221,,2015-12-28,,,,,false,LinkedIn,External
REQ0000018,CAND00000222,,2016-01-24,,,,,false,Job Board,External
REQ0000018,CAND00000223,,2016-01-18,,,,,false,Job Board,External
REQ0000018,CAND00000224,,2016-01-03,,,,,false,Job Board,External
REQ0000018,CAND00000225,,2016-01-01,2016-01-06,2016-01-13,,,false,Internal Mobility,Internal
REQ0000018,CAND00000226,,2015-12-21,,,,,false,Job Board,External
REQ0000018,CAND00000227,,2015-12-28,,,,,false,Referral,External
REQ0000019,CAND00000228,398,2015-12-04,2015-12-18,2015-12-20,2015-12-27,2016-02-04,true,Internal Mobility,Internal
REQ0000019,CAND00000229,,2015-12-19,,,,,false,Career Site,External
REQ0000019,CAND00000230,,2015-12-20,2016-01-11,,,,false,Job Board,External
REQ0000020,CAND00000231,399,2015-12-27,2016-01-08,2016-01-13,2016-01-20,2016-02-14,true,Career Site,External
REQ0000020,CAND00000232,,2016-01-06,,,,,false,Job Board,External
REQ0000020,CAND00000233,,2016-01-02,,,,,false,Walk-in,External
REQ0000020,CAND00000234,,2016-01-01,,,,,false,Job Board,External
REQ0000020,CAND00000235,,2015-12-22,,,,,false,Referral,External
REQ0000020,CAND00000236,,2015-12-14,2015-12-15,,,,false,LinkedIn,External
REQ0000020,CAND00000237,,2016-01-09,2016-02-01,,,,false,Job Board,External
REQ0000020,CAND00000238,,2016-01-02,,,,,false,LinkedIn,External
REQ0000020,CAND00000239,,2015-12-31,2016-01-18,2016-02-03,2016-02-10,,false,Referral,External
REQ0000020,CAND00000240,,2015-12-19,,,,,false,LinkedIn,External
REQ0000020,CAND00000241,,2016-01-11,,,,,false,Referral,External
REQ0000020,CAND00000242,,2015-12-17,2016-01-09,2016-01-15,2016-01-29,,false,Agency,External
REQ0000020,CAND00000243,,2016-01-04,,,,,false,Job Board,External
REQ0000021,CAND00000244,400,2016-01-18,2016-01-27,2016-02-02,2016-02-07,2016-02-14,true,Referral,External
REQ0000021,CAND00000245,,2016-01-05,2016-01-10,2016-01-20,,,false,Agency,External
REQ0000021,CAND00000246,,2016-01-23,,,,,false,Career Site,External
REQ0000022,CAND00000247,,2016-01-10,,,,,false,Walk-in,External
REQ0000022,CAND00000248,,2015-12-15,2016-01-08,,,,false,LinkedIn,External
REQ0000022,CAND00000249,,2016-01-09,2016-01-13,,,,false,Internal Mobility,Internal
REQ0000022,CAND00000250,,2016-01-22,,,,,false,Job Board,External
REQ0000022,CAND00000251,,2016-01-18,,,,,false,Job Board,External
REQ0000022,CAND00000252,,2015-12-29,,,,,false,Job Board,External
REQ0000022,CAND00000253,,2015-12-19,,,,,false,LinkedIn,External
REQ0000023,CAND00000254,401,2016-01-13,2016-01-14,2016-02-03,2016-02-04,2016-03-07,true,Referral,External
REQ0000024,CAND00000255,402,2016-01-27,2016-02-06,2016-02-07,2016-02-10,2016-03-05,true,Agency,External
REQ0000024,CAND00000256,,2016-02-01,2016-02-11,,,,false,Referral,External
REQ0000024,CAND00000257,,2016-02-12,,,,,false,Referral,External
REQ0000024,CAND00000258,,2016-01-29,,,,,false,Job Board,External
REQ0000024,CAND00000259,,2016-02-14,,,,,false,Referral,External
REQ0000024,CAND00000260,,2016-02-03,,,,,false,LinkedIn,External
REQ0000024,CAND00000261,,2016-01-10,,,,,false,Referral,External
REQ0000024,CAND00000262,,2016-02-02,2016-02-03,2016-02-07,,,false,LinkedIn,External
REQ0000024,CAND00000263,,2016-02-03,,,,,false,Agency,External
REQ0000024,CAND00000264,,2016-01-23,,,,,false,Referral,External
REQ0000025,CAND00000265,403,2016-01-23,2016-02-01,2016-02-08,2016-02-26,2016-03-11,true,Referral,External
REQ0000025,CAND00000266,,2016-01-15,,,,,false,Referral,External
REQ0000025,CAND00000267,,2016-01-10,,,,,false,Job Board,External
REQ0000025,CAND00000268,,2016-01-18,,,,,false,Job Board,External
REQ0000025,CAND00000269,,2016-02-11,,,,,false,Career Site,External
REQ0000025,CAND00000270,,2016-02-05,,,,,false,Agency,External
REQ0000025,CAND00000271,,2016-02-10,2016-02-13,2016-02-15,,,false,Job Board,External
REQ0000025,CAND00000272,,2016-01-20,,,,,false,LinkedIn,External
REQ0000025,CAND00000273,,2016-02-10,2016-02-13,2016-02-24,,,false,Job Board,External
REQ0000025,CAND00000274,,2016-02-01,,,,,false,Referral,External
REQ0000025,CAND00000275,,2016-01-13,,,,,false,Walk-in,External
REQ0000025,CAND00000276,,2016-02-06,,,,,false,Referral,External
REQ0000025,CAND00000277,,2016-02-01,2016-02-09,,,,false,Career Site,External
REQ0000026,CAND00000278,404,2015-12-16,2015-12-20,2016-01-04,2016-01-22,2016-03-02,true,Job Board,External
REQ0000026,CAND00000279,,2016-01-02,,,,,false,Job Board,External
REQ0000026,CAND00000280,,2015-11-27,2015-12-13,2015-12-16,,,false,Internal Mobility,Internal
REQ0000027,CAND00000281,405,2016-02-01,2016-02-13,2016-02-24,2016-03-04,2016-03-09,true,Job Board,External
REQ0000027,CAND00000282,,2016-01-30,,,,,false,LinkedIn,External
REQ0000027,CAND00000283,,2016-01-17,,,,,false,Agency,External
REQ0000027,CAND00000284,,2016-02-03,,,,,false,Job Board,External
REQ0000027,CAND00000285,,2016-02-17,2016-02-21,,,,false,Career Site,External
REQ0000027,CAND00000286,,2016-02-03,,,,,false,Career Site,External
REQ0000027,CAND00000287,,2016-02-16,2016-02-20,2016-03-02,,,false,Agency,External
REQ0000027,CAND00000288,,2016-01-26,,,,,false,Internal Mobility,Internal
REQ0000027,CAND00000289,,2016-02-19,,,,,false,Job Board,External
REQ0000027,CAND00000290,,2016-01-21,,,,,false,Job Board,External
REQ0000027,CAND00000291,,2016-02-20,,,,,false,Referral,External
REQ0000027,CAND00000292,,2016-01-29,,,,,false,Job Board,External
REQ0000027,CAND00000293,,2016-01-28,2016-02-03,2016-02-07,,,false,Job Board,External
REQ0000028,CAND00000294,406,2016-01-27,2016-02-04,2016-02-09,2016-02-25,2016-03-01,true,LinkedIn,External
REQ0000028,CAND00000295,,2016-01-12,,,,,false,Referral,External
REQ0000028,CAND00000296,,2016-01-20,,,,,false,Career Site,External
REQ0000028,CAND00000297,,2016-01-15,,,,,false,Referral,External
REQ0000028,CAND00000298,,2016-01-23,,,,,false,Career Site,External
REQ0000028,CAND00000299,,2016-01-26,,,,,false,LinkedIn,External
REQ0000028,CAND00000300,,2016-02-11,2016-02-19,,,,false,Job Board,External
REQ0000028,CAND00000301,,2016-01-27,,,,,false,Job Board,External
REQ0000028,CAND00000302,,2016-01-07,,,,,false,Job Board,External
REQ0000028,CAND00000303,,2016-02-13,2016-03-14,2016-03-18,,,false,LinkedIn,External
REQ0000028,CAND00000304,,2016-01-30,,,,,false,Internal Mobility,Internal
REQ0000028,CAND00000305,,2016-02-10,,,,,false,Career Site,External
REQ0000028,CAND00000306,,2016-02-15,2016-03-18,,,,false,LinkedIn,External
REQ0000028,CAND00000307,,2016-01-14,2016-02-07,2016-02-16,,,false,Job Board,External
REQ0000029,CAND00000308,407,2016-02-26,2016-03-01,2016-03-04,2016-03-08,2016-03-10,true,Internal Mobility,Internal
REQ0000030,CAND00000309,408,2016-01-17,2016-02-03,2016-02-15,2016-02-18,2016-03-05,true,Job Board,External
REQ0000030,CAND00000310,,2016-01-07,2016-01-11,2016-01-25,2016-01-29,,false,Career Site,External
REQ0000030,CAND00000311,,2016-01-12,2016-02-05,,,,false,Job Board,External
REQ0000030,CAND00000312,,2016-02-02,2016-02-22,2016-03-05,2016-03-20,,false,Referral,External
REQ0000030,CAND00000313,,2016-02-06,,,,,false,Referral,External
REQ0000030,CAND00000314,,2015-12-29,,,,,false,Career Site,External
REQ0000030,CAND00000315,,2016-01-30,,,,,false,Career Site,External
REQ0000030,CAND00000316,,2016-01-10,,,,,false,LinkedIn,External
REQ0000030,CAND00000317,,2016-02-04,,,,,false,Referral,External
REQ0000030,CAND00000318,,2016-02-06,,,,,false,Job Board,External
REQ0000030,CAND00000319,,2016-02-04,2016-02-09,2016-02-19,,,false,Referral,External
REQ0000030,CAND00000320,,2016-01-04,,,,,false,Referral,External
REQ0000030,CAND00000321,,2016-01-04,2016-01-28,,,,false,Job Board,External
REQ0000030,CAND00000322,,2016-01-29,2016-02-04,,,,false,Career Site,External
REQ0000030,CAND00000323,,2015-12-28,,,,,false,Job Board,External
REQ0000030,CAND00000324,,2016-02-03,2016-02-23,,,,false,Internal Mobility,Internal
REQ0000031,CAND00000325,409,2016-02-14,2016-02-17,2016-02-23,2016-03-01,2016-03-11,true,Job Board,External
REQ0000031,CAND00000326,,2016-02-05,,,,,false,Walk-in,External
REQ0000031,CAND00000327,,2016-02-26,,,,,false,LinkedIn,External
REQ0000031,CAND00000328,,2016-02-09,,,,,false,Agency,External
REQ0000031,CAND00000329,,2016-02-11,2016-02-15,2016-02-20,,,false,Career Site,External
REQ0000031,CAND00000330,,2016-02-27,,,,,false,Referral,External
REQ0000031,CAND00000331,,2016-02-23,,,,,false,Referral,External
REQ0000031,CAND00000332,,2016-02-21,,,,,false,Walk-in,External
REQ0000031,CAND00000333,,2016-02-15,,,,,false,Job Board,External
REQ0000031,CAND00000334,,2016-01-25,,,,,false,Job Board,External
REQ0000031,CAND00000335,,2016-02-04,,,,,false,Job Board,External
REQ0000031,CAND00000336,,2016-01-31,,,,,false,Agency,External
REQ0000031,CAND00000337,,2016-02-27,,,,,false,Walk-in,External
REQ0000031,CAND00000338,,2016-02-15,,,,,false,Referral,External
REQ0000031,CAND00000339,,2016-01-28,,,,,false,Job Board,External
REQ0000031,CAND00000340,,2016-02-10,,,,,false,Internal Mobility,Internal
REQ0000031,CAND00000341,,2016-02-08,,,,,false,Career Site,External
REQ0000031,CAND00000342,,2016-02-06,,,,,false,Referral,External
REQ0000031,CAND00000343,,2016-03-05,,,,,false,Job Board,External
