country,job_level,job_family,currency,band_min,band_mid,band_max,valid_from,valid_to
BR,IC2,Customer Support,BRL,2090.88,2613.6,3136.32,2016-01-01,
BR,IC2,Marketing,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Finance,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,People,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Legal,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Procurement,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Risk & Compliance,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Strategy,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,Marketplace Operations,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC2,General Management,BRL,2376.0,2970.0,3564.0,2016-01-01,
BR,IC3,Software Engineering,BRL,3842.08,4802.6,5763.12,2016-01-01,
BR,IC3,Data,BRL,3744.4,4680.5,5616.6,2016-01-01,
BR,IC3,Product Management,BRL,3646.72,4558.4,5470.08,2016-01-01,
BR,IC3,Design,BRL,3418.8,4273.5,5128.2,2016-01-01,
BR,IC3,Store Operations,BRL,2995.52,3744.4,4493.28,2016-01-01,
BR,IC3,Sales,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Logistics,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Warehouse,BRL,2930.4,3663.0,4395.6,2016-01-01,
BR,IC3,Customer Support,BRL,2865.28,3581.6,4297.92,2016-01-01,
BR,IC3,Marketing,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Finance,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,People,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Legal,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Procurement,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Risk & Compliance,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Strategy,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,Marketplace Operations,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC3,General Management,BRL,3256.0,4070.0,4884.0,2016-01-01,
BR,IC4,Software Engineering,BRL,5295.84,6619.8,7943.76,2016-01-01,
BR,IC4,Data,BRL,5161.2,6451.5,7741.8,2016-01-01,
BR,IC4,Product Management,BRL,5026.56,6283.2,7539.84,2016-01-01,
BR,IC4,Design,BRL,4712.4,5890.5,7068.6,2016-01-01,
BR,IC4,Store Operations,BRL,4128.96,5161.2,6193.44,2016-01-01,
BR,IC4,Sales,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Logistics,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Warehouse,BRL,4039.2,5049.0,6058.8,2016-01-01,
BR,IC4,Customer Support,BRL,3949.44,4936.8,5924.16,2016-01-01,
BR,IC4,Marketing,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Finance,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,People,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Legal,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Procurement,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Risk & Compliance,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Strategy,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,Marketplace Operations,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC4,General Management,BRL,4488.0,5610.0,6732.0,2016-01-01,
BR,IC5,Software Engineering,BRL,7061.12,8826.4,10591.68,2016-01-01,
BR,IC5,Data,BRL,6881.6,8602.0,10322.4,2016-01-01,
BR,IC5,Product Management,BRL,6702.08,8377.6,10053.12,2016-01-01,
BR,IC5,Design,BRL,6283.2,7854.0,9424.8,2016-01-01,
BR,IC5,Store Operations,BRL,5505.28,6881.6,8257.92,2016-01-01,
BR,IC5,Sales,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Logistics,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Warehouse,BRL,5385.6,6732.0,8078.4,2016-01-01,
BR,IC5,Customer Support,BRL,5265.92,6582.4,7898.88,2016-01-01,
BR,IC5,Marketing,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Finance,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,People,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Legal,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Procurement,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Risk & Compliance,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Strategy,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,Marketplace Operations,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,IC5,General Management,BRL,5984.0,7480.0,8976.0,2016-01-01,
BR,M1,Software Engineering,BRL,4568.96,5711.2,6853.44,2016-01-01,
BR,M1,Data,BRL,4452.8,5566.0,6679.2,2016-01-01,
BR,M1,Product Management,BRL,4336.64,5420.8,6504.96,2016-01-01,
BR,M1,Design,BRL,4065.6,5082.0,6098.4,2016-01-01,
BR,M1,Store Operations,BRL,3562.24,4452.8,5343.36,2016-01-01,
BR,M1,Sales,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Logistics,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Warehouse,BRL,3484.8,4356.0,5227.2,2016-01-01,
BR,M1,Customer Support,BRL,3407.36,4259.2,5111.04,2016-01-01,
BR,M1,Marketing,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Finance,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,People,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Legal,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Procurement,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Risk & Compliance,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Strategy,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,Marketplace Operations,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M1,General Management,BRL,3872.0,4840.0,5808.0,2016-01-01,
BR,M2,Software Engineering,BRL,6230.4,7788.0,9345.6,2016-01-01,
BR,M2,Data,BRL,6072.0,7590.0,9108.0,2016-01-01,
BR,M2,Product Management,BRL,5913.6,7392.0,8870.4,2016-01-01,
BR,M2,Design,BRL,5544.0,6930.0,8316.0,2016-01-01,
BR,M2,Store Operations,BRL,4857.6,6072.0,7286.4,2016-01-01,
BR,M2,Sales,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Logistics,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Warehouse,BRL,4752.0,5940.0,7128.0,2016-01-01,
BR,M2,Customer Support,BRL,4646.4,5808.0,6969.6,2016-01-01,
BR,M2,Marketing,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Finance,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,People,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Legal,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Procurement,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Risk & Compliance,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Strategy,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,Marketplace Operations,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M2,General Management,BRL,5280.0,6600.0,7920.0,2016-01-01,
BR,M3,Software Engineering,BRL,8722.56,10903.2,13083.84,2016-01-01,
BR,M3,Data,BRL,8500.8,10626.0,12751.2,2016-01-01,
BR,M3,Product Management,BRL,8279.04,10348.8,12418.56,2016-01-01,
BR,M3,Design,BRL,7761.6,9702.0,11642.4,2016-01-01,
BR,M3,Store Operations,BRL,6800.64,8500.8,10200.96,2016-01-01,
BR,M3,Sales,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Logistics,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Warehouse,BRL,6652.8,8316.0,9979.2,2016-01-01,
BR,M3,Customer Support,BRL,6504.96,8131.2,9757.44,2016-01-01,
BR,M3,Marketing,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Finance,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,People,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Legal,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Procurement,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Risk & Compliance,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Strategy,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,Marketplace Operations,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M3,General Management,BRL,7392.0,9240.0,11088.0,2016-01-01,
BR,M4,Software Engineering,BRL,12045.44,15056.8,18068.16,2016-01-01,
BR,M4,Data,BRL,11739.2,14674.0,17608.8,2016-01-01,
BR,M4,Product Management,BRL,11432.96,14291.2,17149.44,2016-01-01,
BR,M4,Design,BRL,10718.4,13398.0,16077.6,2016-01-01,
BR,M4,Store Operations,BRL,9391.36,11739.2,14087.04,2016-01-01,
BR,M4,Sales,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Logistics,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Warehouse,BRL,9187.2,11484.0,13780.8,2016-01-01,
BR,M4,Customer Support,BRL,8983.04,11228.8,13474.56,2016-01-01,
BR,M4,Marketing,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Finance,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,People,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Legal,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Procurement,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Risk & Compliance,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Strategy,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,Marketplace Operations,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M4,General Management,BRL,10208.0,12760.0,15312.0,2016-01-01,
BR,M5,Software Engineering,BRL,15576.0,19470.0,23364.0,2016-01-01,
BR,M5,Data,BRL,15180.0,18975.0,22770.0,2016-01-01,
BR,M5,Product Management,BRL,14784.0,18480.0,22176.0,2016-01-01,
BR,M5,Design,BRL,13860.0,17325.0,20790.0,2016-01-01,
BR,M5,Store Operations,BRL,12144.0,15180.0,18216.0,2016-01-01,
BR,M5,Sales,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Logistics,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Warehouse,BRL,11880.0,14850.0,17820.0,2016-01-01,
BR,M5,Customer Support,BRL,11616.0,14520.0,17424.0,2016-01-01,
BR,M5,Marketing,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Finance,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,People,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Legal,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Procurement,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Risk & Compliance,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Strategy,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,Marketplace Operations,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,M5,General Management,BRL,13200.0,16500.0,19800.0,2016-01-01,
BR,D1,Software Engineering,BRL,19729.6,24662.0,29594.4,2016-01-01,
BR,D1,Data,BRL,19228.0,24035.0,28842.0,2016-01-01,
BR,D1,Product Management,BRL,18726.4,23408.0,28089.6,2016-01-01,
BR,D1,Design,BRL,17556.0,21945.0,26334.0,2016-01-01,
BR,D1,Store Operations,BRL,15382.4,19228.0,23073.6,2016-01-01,
BR,D1,Sales,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Logistics,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Warehouse,BRL,15048.0,18810.0,22572.0,2016-01-01,
BR,D1,Customer Support,BRL,14713.6,18392.0,22070.4,2016-01-01,
BR,D1,Marketing,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Finance,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,People,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Legal,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Procurement,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Risk & Compliance,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Strategy,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,Marketplace Operations,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D1,General Management,BRL,16720.0,20900.0,25080.0,2016-01-01,
BR,D2,Software Engineering,BRL,26998.4,33748.0,40497.6,2016-01-01,
BR,D2,Data,BRL,26312.0,32890.0,39468.0,2016-01-01,
BR,D2,Product Management,BRL,25625.6,32032.0,38438.4,2016-01-01,
BR,D2,Design,BRL,24024.0,30030.0,36036.0,2016-01-01,
BR,D2,Store Operations,BRL,21049.6,26312.0,31574.4,2016-01-01,
BR,D2,Sales,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Logistics,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Warehouse,BRL,20592.0,25740.0,30888.0,2016-01-01,
BR,D2,Customer Support,BRL,20134.4,25168.0,30201.6,2016-01-01,
BR,D2,Marketing,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Finance,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,People,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Legal,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Procurement,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Risk & Compliance,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Strategy,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,Marketplace Operations,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D2,General Management,BRL,22880.0,28600.0,34320.0,2016-01-01,
BR,D3,Software Engineering,BRL,39459.2,49324.0,59188.8,2016-01-01,
BR,D3,Data,BRL,38456.0,48070.0,57684.0,2016-01-01,
BR,D3,Product Management,BRL,37452.8,46816.0,56179.2,2016-01-01,
BR,D3,Design,BRL,35112.0,43890.0,52668.0,2016-01-01,
BR,D3,Store Operations,BRL,30764.8,38456.0,46147.2,2016-01-01,
BR,D3,Sales,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Logistics,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Warehouse,BRL,30096.0,37620.0,45144.0,2016-01-01,
BR,D3,Customer Support,BRL,29427.2,36784.0,44140.8,2016-01-01,
BR,D3,Marketing,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Finance,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,People,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Legal,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Procurement,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Risk & Compliance,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Strategy,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,Marketplace Operations,BRL,33440.0,41800.0,50160.0,2016-01-01,
BR,D3,General Management,BRL,33440.0,41800.0,50160.0,2016-01-01,
AR,IC1,Software Engineering,ARS,377600.0,472000.0,566400.0,2016-01-01,
AR,IC1,Data,ARS,368000.0,460000.0,552000.0,2016-01-01,
AR,IC1,Product Management,ARS,358400.0,448000.0,537600.0,2016-01-01,
AR,IC1,Design,ARS,336000.0,420000.0,504000.0,2016-01-01,
AR,IC1,Store Operations,ARS,294400.0,368000.0,441600.0,2016-01-01,
AR,IC1,Sales,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Logistics,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Warehouse,ARS,288000.0,360000.0,432000.0,2016-01-01,
AR,IC1,Customer Support,ARS,281600.0,352000.0,422400.0,2016-01-01,
AR,IC1,Marketing,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Finance,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,People,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Legal,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Procurement,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Risk & Compliance,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Strategy,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,Marketplace Operations,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC1,General Management,ARS,320000.0,400000.0,480000.0,2016-01-01,
AR,IC2,Software Engineering,ARS,509760.0,637200.0,764640.0,2016-01-01,
AR,IC2,Data,ARS,496800.0,621000.0,745200.0,2016-01-01,
AR,IC2,Product Management,ARS,483840.0,604800.0,725760.0,2016-01-01,
AR,IC2,Design,ARS,453600.0,567000.0,680400.0,2016-01-01,
AR,IC2,Store Operations,ARS,397440.0,496800.0,596160.0,2016-01-01,
AR,IC2,Sales,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Logistics,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Warehouse,ARS,388800.0,486000.0,583200.0,2016-01-01,
AR,IC2,Customer Support,ARS,380160.0,475200.0,570240.0,2016-01-01,
AR,IC2,Marketing,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Finance,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,People,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Legal,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Procurement,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Risk & Compliance,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Strategy,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,Marketplace Operations,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC2,General Management,ARS,432000.0,540000.0,648000.0,2016-01-01,
AR,IC3,Software Engineering,ARS,698560.0,873200.0,1047840.0,2016-01-01,
AR,IC3,Data,ARS,680800.0,851000.0,1021200.0,2016-01-01,
AR,IC3,Product Management,ARS,663040.0,828800.0,994560.0,2016-01-01,
AR,IC3,Design,ARS,621600.0,777000.0,932400.0,2016-01-01,
AR,IC3,Store Operations,ARS,544640.0,680800.0,816960.0,2016-01-01,
AR,IC3,Sales,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Logistics,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Warehouse,ARS,532800.0,666000.0,799200.0,2016-01-01,
AR,IC3,Customer Support,ARS,520960.0,651200.0,781440.0,2016-01-01,
AR,IC3,Marketing,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Finance,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,People,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Legal,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Procurement,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Risk & Compliance,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Strategy,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,Marketplace Operations,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC3,General Management,ARS,592000.0,740000.0,888000.0,2016-01-01,
AR,IC4,Software Engineering,ARS,962880.0,1203600.0,1444320.0,2016-01-01,
AR,IC4,Data,ARS,938400.0,1173000.0,1407600.0,2016-01-01,
AR,IC4,Product Management,ARS,913920.0,1142400.0,1370880.0,2016-01-01,
AR,IC4,Design,ARS,856800.0,1071000.0,1285200.0,2016-01-01,
AR,IC4,Store Operations,ARS,750720.0,938400.0,1126080.0,2016-01-01,
AR,IC4,Sales,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Logistics,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Warehouse,ARS,734400.0,918000.0,1101600.0,2016-01-01,
AR,IC4,Customer Support,ARS,718080.0,897600.0,1077120.0,2016-01-01,
AR,IC4,Marketing,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Finance,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,People,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Legal,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Procurement,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Risk & Compliance,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Strategy,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,Marketplace Operations,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC4,General Management,ARS,816000.0,1020000.0,1224000.0,2016-01-01,
AR,IC5,Software Engineering,ARS,1283840.0,1604800.0,1925760.0,2016-01-01,
AR,IC5,Data,ARS,1251200.0,1564000.0,1876800.0,2016-01-01,
AR,IC5,Product Management,ARS,1218560.0,1523200.0,1827840.0,2016-01-01,
AR,IC5,Design,ARS,1142400.0,1428000.0,1713600.0,2016-01-01,
AR,IC5,Store Operations,ARS,1000960.0,1251200.0,1501440.0,2016-01-01,
AR,IC5,Sales,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Logistics,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Warehouse,ARS,979200.0,1224000.0,1468800.0,2016-01-01,
AR,IC5,Customer Support,ARS,957440.0,1196800.0,1436160.0,2016-01-01,
AR,IC5,Marketing,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Finance,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,People,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Legal,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Procurement,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Risk & Compliance,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Strategy,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,Marketplace Operations,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,IC5,General Management,ARS,1088000.0,1360000.0,1632000.0,2016-01-01,
AR,M1,Software Engineering,ARS,830720.0,1038400.0,1246080.0,2016-01-01,
AR,M1,Data,ARS,809600.0,1012000.0,1214400.0,2016-01-01,
AR,M1,Product Management,ARS,788480.0,985600.0,1182720.0,2016-01-01,
AR,M1,Design,ARS,739200.0,924000.0,1108800.0,2016-01-01,
AR,M1,Store Operations,ARS,647680.0,809600.0,971520.0,2016-01-01,
AR,M1,Sales,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Logistics,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Warehouse,ARS,633600.0,792000.0,950400.0,2016-01-01,
AR,M1,Customer Support,ARS,619520.0,774400.0,929280.0,2016-01-01,
AR,M1,Marketing,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Finance,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,People,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Legal,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Procurement,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Risk & Compliance,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Strategy,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,Marketplace Operations,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M1,General Management,ARS,704000.0,880000.0,1056000.0,2016-01-01,
AR,M2,Software Engineering,ARS,1132800.0,1416000.0,1699200.0,2016-01-01,
AR,M2,Data,ARS,1104000.0,1380000.0,1656000.0,2016-01-01,
AR,M2,Product Management,ARS,1075200.0,1344000.0,1612800.0,2016-01-01,
AR,M2,Design,ARS,1008000.0,1260000.0,1512000.0,2016-01-01,
AR,M2,Store Operations,ARS,883200.0,1104000.0,1324800.0,2016-01-01,
AR,M2,Sales,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Logistics,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Warehouse,ARS,864000.0,1080000.0,1296000.0,2016-01-01,
AR,M2,Customer Support,ARS,844800.0,1056000.0,1267200.0,2016-01-01,
AR,M2,Marketing,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Finance,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,People,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Legal,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Procurement,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
AR,M2,Risk & Compliance,ARS,960000.0,1200000.0,1440000.0,2016-01-01,
